,id,group_id,local_bkg,x_init,y_init,flux_init,x_fit,y_fit,flux_fit,x_err,y_err,flux_err,npixfit,group_size,qfit,cfit,flags
0,1,1,36.826965012475455,870.7873378084417,19.731424532383453,99536.42269096128,870.7812959115162,19.950754472139106,184032.81096807864,0.27555214658867777,0.27553001233829805,6881.818982550404,625,1,0.785420915682688,0.013763483178063737,0
1,2,2,24.885397898125973,1479.9804099392873,43.12854183137214,9557.135479252041,1479.9725391131888,43.287063330471724,14583.690923546643,0.27415238445114876,0.2741387345439111,542.5671605799508,625,1,0.7824205089865216,0.014552860415220633,0
2,3,3,24.381436649550743,1305.3936982783143,78.48089094447414,2979.3479025980146,1305.5231030784084,78.73235430645757,2018.31464979562,0.3521202594463816,0.35215419405919285,96.39853463574846,625,1,1.1191675055741375,0.019467053717852557,0
3,4,4,29.552820692257,1298.06298100743,180.58041950635945,33114.31224040778,1298.020709520534,180.6844589518485,58256.35390362029,0.2844809302059605,0.28447731843384455,2249.025632387511,625,1,0.811427795604598,0.014293792351469777,0
4,5,5,44.60078554638362,1146.4284912871628,208.3849502729105,5267.823452322806,1146.4357771328903,208.80974499131065,3095.3287503963033,0.5212281233815307,0.5214689595905744,218.8752654141083,625,1,2.0767988580197434,0.0069292422137732365,0
5,6,6,28.05895426513952,1134.5225054291336,229.20500165289005,14724.176587941976,1134.5593758358973,229.31703060938534,23570.26517617182,0.29121279817649603,0.29118228129310897,931.3474219793868,625,1,0.8370923894520343,0.014178602718208061,0
6,7,7,25.915943202087142,621.5639512050483,254.3429143101461,3196.308808147285,621.5852549404848,254.41638461124245,1978.260120793517,0.45744522832516543,0.4574677721100981,122.79190972125846,625,1,1.4447110581357168,0.02072224048975584,0
7,8,8,26.77397843615502,366.8306437447594,297.3456060684052,9907.04650524671,366.8290606953772,297.53405241253625,14679.162843363054,0.2926222921933731,0.2927331888131948,582.9451842605804,625,1,0.8554460701110789,0.015184537410502474,0
8,9,9,28.725430121115586,838.9540073866024,325.93155812375807,11539.507575507847,838.8603006224657,326.0847200876667,17161.321801496917,0.3120339783876935,0.3120235389732827,726.7249742219755,625,1,0.9108740623234043,0.017344030702854812,0
9,10,10,26.906375745846987,1090.8233006586127,414.10225685993527,5152.167214919672,1090.86945745307,414.16755581099346,5398.360086618791,0.35454508087512593,0.3545373346342017,259.7447691415817,625,1,1.0851977783716076,0.016018012361686144,0
10,11,11,25.511511373728126,322.3664211972104,428.06589499980043,4964.731713962134,322.4057029390945,428.3041663259703,5490.743738154764,0.31335808741107324,0.31333012142169775,233.45343772809156,625,1,0.9335386250970309,0.014653233471224178,0
11,12,12,27.11499287531926,266.03256876731166,556.3708833458035,12911.29350253099,265.99675414991725,556.5313300534461,20305.858205714576,0.286170149623179,0.28629907893120055,788.6461801415576,625,1,0.8332783113946238,0.013937252546816997,0
12,13,13,25.467329091039197,1073.7076504428185,556.5232444642509,4940.741131140677,1073.7020010442518,556.5378361654797,5427.242171981672,0.3187560566787693,0.3187918575448574,234.7601544251415,625,1,0.9380534277441885,0.015711992461741625,0
13,14,14,30.412145083712545,1575.2921723057063,581.0008857249787,41204.33962127646,1575.2801971069312,581.1606840046551,73713.16463482328,0.28238257613978957,0.2822972093117587,2824.20198416742,625,1,0.8032251688185557,0.014181860143114318,0
14,15,15,27.077450067569046,760.5274407882822,625.3512909080473,5380.439717744241,760.4150716157234,625.5087396203605,5841.29347779937,0.33856349699767135,0.33857273097564644,268.29761711139395,625,1,1.0404051378463757,0.015375802952971222,0
15,16,16,25.00103465886587,1761.635806223767,652.0060733293674,2840.1631754356436,1761.5754340037408,652.200867785691,1595.4087697906705,0.42213706000287493,0.42204600633734074,91.38252375200787,625,1,1.3706957331392116,0.01622283268936421,0
16,17,17,26.264844041121634,1762.4312983406537,685.5592828498806,7066.429720501004,1762.4064930136929,685.7298624084397,9371.685116464347,0.3039773025782744,0.3038244787653596,386.4461135710889,625,1,0.8901937445973995,0.01514386131146092,0
17,18,18,27.187474065613983,1234.203917524883,725.9552041883778,18970.431936778674,1234.1778964303044,726.1122967632723,31931.878049605002,0.2820057731732504,0.2819695556298444,1221.9663014860564,625,1,0.8051302120839475,0.014662635008367664,0
18,19,19,26.217133996770244,837.4110962707654,760.6829054742369,8975.188249051085,837.4201860652825,760.7868993823938,13072.462819626906,0.2958614674085174,0.2957774037319766,524.7384059368471,625,1,0.8411301462728642,0.015686488844367383,0
19,20,20,26.23881287844676,1552.558191245349,838.2553773729445,15159.30709175233,1552.5232167372405,838.4158399240468,24835.568761609356,0.2834942025060168,0.28349799296643513,955.3160917104432,625,1,0.8028386792771748,0.014445628330005015,0
20,21,21,25.260592838043863,1220.4278813173014,926.7361816100237,2889.5498384067128,1220.4065243723826,926.8481790954585,1594.8263550004003,0.45894781788870603,0.4587817112045012,99.30229908462843,625,1,1.4693461678453004,0.020376015983626462,0
21,22,22,25.953091913162297,1247.469891283233,935.4931546883906,21150.3159622025,1247.450900440801,935.6244522638842,36440.66380934347,0.2758645284203071,0.2759202788010845,1363.7762641453023,625,1,0.7781430271559403,0.013338149977626038,0
22,23,23,25.67222034520116,1360.7219505704882,946.0723100344816,3771.9305246069125,1360.6363555813616,946.2704959682069,3139.899127706719,0.3589896120447011,0.35898861545324573,152.95851843347396,625,1,1.1161006259371795,0.016550110422497585,0
23,24,24,28.464657880492126,1717.1168048359903,1001.976490298863,3129.724132629722,1715.4862131150933,1002.4875486884445,1724.1372763992506,0.41585897758331675,0.41488382377511174,97.04199922466755,625,1,1.4362064262864458,0.018231588463109728,0
24,25,25,26.24330240634862,1323.7093368621622,1019.1156097656828,19757.57975143795,1323.6709889674578,1019.2518442014799,33695.663827163415,0.27927808903520707,0.27928449629422925,1277.0268273561217,625,1,0.7900409287770875,0.01455022601219616,0
25,26,26,24.497884914087123,913.3307526356705,1071.2534871694313,3240.938925952438,913.4693750473087,1071.304305962888,2568.5429302150087,0.31693611753828016,0.3168835479575645,110.44211937095884,625,1,0.9811468702156191,0.014669477885091054,0
26,27,27,57.51791163264093,1607.6166129194044,1155.8993026567507,236397.69740553896,1607.5958154488844,1156.0615167015528,440743.83718071575,0.2726407426003581,0.27259624215998013,16305.70103789462,625,1,0.7855539795640912,0.013482607577846462,0
27,28,28,29.940689342444017,334.5283275954616,1164.8272881634982,30179.338375584444,334.5688996765753,1164.977338535087,52656.16366453912,0.2806808127284753,0.28064562165416945,2005.4689886816936,625,1,0.8130533996837973,0.013352664065784883,0
28,29,29,31.652899511236896,1383.0000774259984,1176.545984204346,42140.221857379925,1382.9682880734247,1176.667677154072,74985.53534082092,0.2799413621214625,0.2799511459787424,2848.7982939292715,625,1,0.8069715798811277,0.013993911460262515,0
29,30,30,55.538679245715485,1828.5537008064318,1213.5871981557925,37511.90327713647,1827.9205881477012,1213.7983655615271,64312.2664194556,0.2766394491844351,0.27627970681578307,2411.4483165199567,625,1,0.8496071578487306,0.012670369788898374,0
30,31,31,24.215427928500702,360.6618912449196,1216.1885869389396,2720.588398114479,360.7376508758572,1216.381762994357,1555.834935278772,0.3755430477681033,0.37566160089120115,79.29503687761138,625,1,1.2681793869341005,0.013666456639232077,0
31,32,32,48.32735418766103,128.66713444256908,1220.2572619259547,205129.27888233375,128.6789344647468,1220.3904750528889,383200.4188935161,0.2745075530424223,0.2745846576474809,14275.18176985607,625,1,0.7825380022652402,0.013774955922730682,0
32,33,33,26.26630243204408,1856.7809840108096,1246.6586401458428,2610.7011183882764,1856.684470084371,1246.6400755601815,982.9739670457107,0.5205895790387115,0.5205487060189379,69.44088356318056,625,1,1.7848790505632035,0.011359216913936872,0
33,34,34,28.412467016690016,1826.059668166452,1280.7231067773573,21374.53568488611,1826.0348222434238,1280.8329767739292,36253.954473531696,0.2800813877830894,0.28003961719378734,1377.9334574936677,625,1,0.8053028599525165,0.014313763719730088,0
34,35,35,24.896835844395525,1045.8342958886935,1308.4886880770043,3773.031834538742,1045.731839180005,1308.582908175866,3439.5998220879687,0.30871968702673247,0.3089084842901502,144.1109052413518,625,1,0.9450821926706114,0.01365462652785982,0
35,36,36,32.3129148927995,658.5164437143274,1313.303640737103,50010.50596417355,658.5223232659743,1313.4357949606463,89756.9539918274,0.2831493748999363,0.28321305262363455,3448.5124210624285,625,1,0.8064154295938012,0.013654793105828381,0
36,37,37,36.461928901872085,2032.777678266211,1332.230981328945,127870.75642291801,2032.6745801131897,1332.3328238294007,236453.80716073242,0.3002239151980763,0.3002372270207743,9633.1870577484,625,1,0.8233705725953067,0.01611969120842441,0
37,38,38,29.61741469945663,1805.0108868916489,1421.8478661061256,44780.39397236577,1804.989520428894,1421.9778115358713,80756.43137324545,0.2762046732110415,0.27617800368770795,3027.000019296011,625,1,0.7875914164083273,0.01410748800761461,0
38,39,39,24.265977569773227,599.202141636899,1427.4922701429348,4013.5073543768467,599.239453131616,1427.6940442512923,4058.737290172254,0.29479665497564395,0.2950521724370791,162.380524811987,625,1,0.8784770304357571,0.01400238989899449,0
39,40,40,29.89338989657257,242.23372719167835,1429.7883611122088,39206.303355740165,242.2540263563788,1429.9129994102725,69962.98690838265,0.27585679585485146,0.2758680031316701,2619.208958146938,625,1,0.7931516699646197,0.014087815402081724,0
40,41,41,25.450856467424813,88.40750039459078,1475.2140507200243,3020.033603614388,88.25242622017079,1475.5067248785106,1998.8832770627246,0.29745311514688555,0.297621778906824,80.69340438619999,625,1,1.061426568883682,0.012040381941078466,0
41,42,42,26.71917772499514,1762.8512472508392,1477.5466777578797,7121.684022358644,1762.8725966497143,1477.7340402707543,9256.138046012224,0.30383102713527216,0.3038212040342325,381.6588140337632,625,1,0.9081972200060796,0.014922869907632518,0
42,43,43,25.479873503015398,1132.847249263244,1496.6370908009117,4901.455641635375,1132.7576990100774,1496.6799567162561,5383.654848080602,0.30581535551642575,0.3058429976693942,223.44072458466943,625,1,0.9304492863461784,0.014428219802608284,0
43,44,44,25.91294862463119,1586.596936010561,1549.7972999945298,3064.9752322265676,1586.4475912566568,1549.783343135077,1726.8755647591986,0.45856019522420943,0.4584492384991726,107.44117731969042,625,1,1.533204901919633,0.017582111311568165,0
44,45,45,25.423260934242215,1680.2781460554627,1597.7653193651072,3428.1907772973464,1680.2266581158005,1597.733230223334,2550.715488625532,0.36347450232889905,0.36341860457735753,125.80353732017426,625,1,1.1630843256930699,0.01494260169471857,0
45,46,46,25.43317764088259,350.5174887047523,1601.4712448222103,3702.7135119526724,350.5923718102088,1601.5644185194215,3118.6809102528578,0.3373690980743264,0.33757154541659634,142.78020198332266,625,1,1.0504991335468992,0.015263224664932722,0
46,47,47,23.803933367521864,1715.8279514466735,1625.986394004202,2429.4490580133665,1715.725324374843,1626.031507560652,1170.839811437581,0.41107342973568745,0.41106606136008933,65.31743831588531,625,1,1.4450403033288097,0.011487322400276508,0
47,48,48,24.999794056104577,891.9735027190973,1637.9562872378929,5811.494108175459,891.9861833236891,1638.1751350938648,7277.735281118552,0.2877579335249504,0.2878280036686075,284.2392378456293,625,1,0.8431033317190816,0.014482130285777746,0
48,49,49,26.375340956228747,1851.8442382731487,1654.318713450643,3552.5647125890027,1850.2389521280381,1675.2128874548746,117893.87763271207,0.23319862845864023,0.8447135023024771,36120.10165150335,625,1,0.05011029322415484,0.0004972163131162116,0
49,50,50,25.80763580322266,1850.1915036604025,1666.5572976030926,9342.016765648219,1850.2447903557634,1666.4430196831208,14197.92108101303,0.2742493892504614,0.2742514368918534,528.3304198180244,625,1,0.7935639622487354,0.013359196509473719,0
50,51,51,24.521670369659297,1066.8035277310905,1801.4553434798104,2759.158561909838,1066.842617066926,1801.3552290987573,1559.6951546250336,0.3971934277180311,0.39737419132902624,84.08254701476545,625,1,1.3058299104156772,0.013971340176584983,0
51,52,52,24.084280452322453,198.56670728432817,1830.397963049837,2373.0541092693607,198.55067058164627,1830.8965302457684,1006.203634350389,0.4819651822433135,0.4826520683847755,65.80971193951963,625,1,1.679589034239537,0.007603035212239691,0
52,53,53,24.54155427981646,1885.414991737779,1834.9135262163054,2687.8288414352046,1885.6228779850485,1834.8453785919946,1458.9169588807345,0.422315762193483,0.42198179710838873,83.55411848276854,625,1,1.392130203910521,0.02195070694642758,0
53,54,54,25.66780712054326,512.3124736796365,1852.9786396291859,15834.214393342632,512.2858430974499,1853.1207900605443,26454.959716806967,0.2690888065334735,0.26913447681330804,966.106491929966,625,1,0.7702894146912608,0.012355533120801999,0
54,55,55,23.8002097758841,181.5787703934182,1889.3284832798831,2701.812723119121,181.81450870946117,1889.1252089776874,1649.7948374306372,0.3505706826168481,0.3506756038116884,78.5009674039177,625,1,1.1860249399453178,0.01104232818991552,0
55,56,56,26.431153227842927,945.4409290127942,1889.48572837652,4896.186475952584,945.4201699414832,1889.5804519050816,5006.361811285365,0.33285228677799283,0.33303898840519064,226.11051616732783,625,1,1.0589970206037291,0.01391256881496911,0
56,57,57,26.06406149370917,1135.4665202825818,1905.2663082987797,5238.620181730202,1135.481670132078,1905.471436222468,5834.867099009532,0.3221779021051592,0.3222542879780751,255.04797816210325,625,1,0.9654682354056241,0.01689355586618438,0
57,58,58,24.685156563581046,435.52327314959075,1937.3619972387914,2437.4754233954354,435.53287036768756,1937.274430913562,883.511262151864,0.5843889879467291,0.5845232789789201,70.06389587426095,625,1,1.9831643528356337,0.01472368858722475,0
58,59,59,54.29211651381627,1319.624078105957,2010.3219889056493,173082.5926911732,1319.6110283907897,2010.4605416541062,320391.7203912395,0.27275778759435954,0.27290610332027143,11859.906359953604,625,1,0.7909421675059306,0.013546797778595585,0
59,60,60,24.654917757050328,1153.570521831129,2012.6636273103566,3158.71509411368,1153.547769802461,2012.784572204871,2293.2976088087366,0.3409567034106542,0.3409627572560467,106.10816715813723,625,1,1.0593465629016,0.011701972910427743,0
60,61,61,25.785531675660764,1125.3523302866402,2031.6805842860458,6378.677405334271,1125.4342380559938,2031.9243404748452,8127.70219925995,0.29244718168225936,0.2924034660252219,322.50698848958933,625,1,0.8800020986515656,0.012503202688234174,0
61,62,62,25.19153782431148,713.5792767970387,2116.458057958105,3933.8611381662727,713.52557413209,2116.7178826611207,3603.742484628307,0.3242476240858818,0.32459508104069956,158.5740803208553,625,1,1.0011107678125186,0.015714332140278633,0
62,63,63,30.38579573812364,2023.9357201328733,2148.9875845877723,3623.64691003041,2023.6107225688227,2148.987769282803,1924.6509396490194,0.51728034522115,0.517275745862779,135.10784529518241,625,1,1.9993790683939439,0.013421826627104188,0
63,64,64,25.12947112550127,1339.8399240811286,2151.730128255641,2681.601508522684,1340.0913053878799,2151.958861551474,1178.8360215887476,0.5269172058978677,0.5270050966387746,84.30439769977357,625,1,1.7577970047628189,0.016862143605538962,0
64,65,65,27.379740450117325,1839.4311612154825,2214.2313040232984,13654.551901316969,1839.3727324829906,2214.28907158741,21567.484675318225,0.28731092135387853,0.28732064412803276,840.7546317933406,625,1,0.8472920498071776,0.013532616556079334,0
65,66,66,24.649149415865224,1650.6366436749774,2239.7116789131833,2926.4626272335354,1650.5125083298994,2239.9234212782058,1849.182941331527,0.3779575569701809,0.37795587975383566,94.84340644095536,625,1,1.206036603190398,0.013871445286679485,0
66,67,67,24.990844653515104,90.32577638805694,2288.541446849839,4156.380575581868,90.31552451995495,2288.7190500691836,4042.739224255348,0.31976743792029483,0.31984449548776805,175.45129809154798,625,1,0.9747081342529298,0.01527664217361828,0
67,68,68,26.042383055991316,1136.1356790968978,2306.524372864117,5151.77535486026,1136.0662381831526,2306.594683201798,5692.638889652226,0.3119768023495033,0.31207651360321403,241.05116895169326,625,1,0.9488000805400771,0.01590501232567491,0
68,69,69,24.231463783231135,1301.9975795387377,2332.5487097835144,2671.46447081775,1302.0385916197617,2332.513228561536,1469.3651431432156,0.3779282925074724,0.3780653073054043,75.37183022500268,625,1,1.2655546671229685,0.01667661919896552,0
69,70,70,24.56486025059477,186.03911390621738,2395.8357085455796,3513.1565251521915,185.9372040618322,2395.908961230415,2968.4940678411745,0.31520726520738274,0.3153339317725033,127.01271588865269,625,1,1.0000865371888326,0.012268657286597552,0
70,71,71,25.312917201279554,1945.0624125826396,2442.2278482218426,5815.342099347412,1945.049516773802,2442.2379834738413,7232.993937387458,0.29271683555310163,0.2928147242945153,287.35327200095344,625,1,0.8633178824189076,0.014593386013091592,0
71,72,72,27.637348353609127,557.1361628267725,2535.5084537174807,5471.103096124185,556.6146377113266,2535.7417175137925,6161.830106182958,0.30798761088318494,0.3080720639132839,257.56884685924604,625,1,0.9771693116522451,0.013635638202947777,0
72,73,73,25.575267714073213,1661.3442767795455,2582.1469727711346,10757.6578117992,1661.28442408135,2582.271965622659,16647.519314901885,0.27415514432833554,0.2742472509880653,619.3731517555977,625,1,0.804168972705206,0.012878478625906178,0
73,74,74,24.27282714042343,504.1981750793162,2585.4590830382504,2701.3277380523205,504.06610219680385,2585.4366900068508,1539.8687164072242,0.37910650475990165,0.37946977387788705,79.24612079901509,625,1,1.2793721558613858,0.012821104388946142,0
74,75,75,35.21056099732718,917.4866451422462,2614.958964734777,84575.61719516209,917.4457142665444,2615.089628323664,156097.62279220228,0.2642315374929482,0.2642771005851197,5597.030901495135,625,1,0.7675490735192182,0.012601148950398678,0
75,76,76,25.40708674414683,783.9395575923412,2705.99142746985,2991.658976055386,783.9601953860173,2706.1244783671777,1828.9103254506367,0.34625258825156596,0.3464618885673895,85.9649796082696,625,1,1.225874896574987,0.011200127060813789,0
76,77,77,24.907334327697754,304.7615689019181,2708.700470958586,2328.3162454769376,304.6811751778273,2709.166856030616,662.5298043860173,0.6960704637326632,0.6964646361336774,62.596983828682035,625,1,2.50681249805236,0.01871971880962985,0
77,78,78,26.646996510386977,542.4895447712955,2712.205413618962,5541.915104837434,542.5815580749662,2712.364256360779,6288.0133782349785,0.31287463004319677,0.3130003900802145,266.9386678976091,625,1,0.9767955743848754,0.015140474158084283,0
78,79,79,25.221847120244455,878.6396437234293,2765.1113554554013,3402.0597906794937,878.5470786710426,2765.126950807524,2557.311204119192,0.3713899856192053,0.3715479081637415,128.90344061145285,625,1,1.1658189029768589,0.01643887442655865,0
79,80,80,26.637764172676285,923.1889185003528,2764.835960122471,24935.33943397448,923.1554566171748,2764.978608497546,43625.598205411276,0.26645607158741036,0.2665757013628775,1577.8810510391972,625,1,0.7697073900454939,0.01371874130914282,0
80,81,81,25.1398150880458,1270.7160842447763,2780.583773662533,3129.125043893786,1270.649165661587,2780.7689768404084,2094.179351686911,0.3831343502738847,0.38326388574314824,108.90419361075273,625,1,1.2376326311297048,0.015496015255026117,0
81,82,82,25.52739192699564,1863.5450133481936,2842.6006512472186,3883.1746387433627,1863.528706225105,2842.5951341968903,3380.931563658896,0.3501910680350325,0.3502689642111605,160.6816432384364,625,1,1.0871636614678504,0.01271720733795974,0
82,83,83,24.304027973077233,1873.9306370068855,2889.427048746111,2835.2683206604984,1873.998587038446,2889.4515007368846,1751.3519925922224,0.36091107608316625,0.3612367784005772,85.7987475318157,625,1,1.1724846460464706,0.013958270997700934,0
83,84,84,25.120335149973243,269.82911331316245,2922.4893495304245,9239.539519177308,269.76752231894716,2922.5684280911537,13833.139120384214,0.2768954541073927,0.27727077203015615,519.9787091808647,625,1,0.7978203118967747,0.013897364499977746,0
84,85,85,26.84797632170887,140.97382220198912,2953.3189215343937,17765.046956878825,140.98369882665054,2953.451455171602,29777.400890838246,0.2723852463079378,0.272713205542227,1101.1484260602276,625,1,0.7901179675568484,0.013594161754276081,0
85,86,86,25.49097802903917,423.48709872201647,2959.0247097475135,3642.1152151385477,423.4634674990172,2959.3584289694077,3016.228324437745,0.34085361348811183,0.34109757622214615,139.52906569835505,625,1,1.0774722100906349,0.017011456231072024,0
86,87,87,25.927840437207905,1106.289073899531,2968.5014346475728,9628.904519509011,1106.2816850028041,2968.613849223992,14302.666139194578,0.2853857961924708,0.28549571463880863,554.0063544602488,625,1,0.8247752508031947,0.013229792712494933,0
87,88,88,24.693062761996657,1747.482872779341,2976.7221835789387,2701.341678035547,1747.452845700559,2976.9385456259524,1596.4476442992973,0.31405127794850146,0.3140465093765177,68.02779199222228,625,1,1.113215880946436,0.008718151548242013,0
88,89,89,25.19654783428225,1374.984030927445,3101.710623034579,2729.148227723461,1375.1275567564326,3101.6961149424938,1323.9862198017283,0.46212695130364934,0.46234488120210193,83.05367230216491,625,1,1.5408488408815184,0.014933601547926579,0
89,90,90,25.347924118368034,1374.5030655144324,3181.8435711662264,3016.8058486486693,1374.3042198665478,3181.914736830485,1949.2093050764295,0.32065921533876307,0.32070283267979866,84.81041497291301,625,1,1.1282203283567696,0.010127058890408517,0
90,91,91,24.038134892781578,1364.2687201625276,3234.9057767498216,2339.064338430559,1364.6189423771743,3234.7136208664197,931.1302152513505,0.48610067091971204,0.48605473135517174,61.404500504283945,625,1,1.6948893833357903,0.016135119347326934,0
91,92,92,34.91288554542943,931.5118867134737,3242.8706019122687,53204.04962654943,931.5001534211733,3242.9633048275737,95195.14982088692,0.2814108725234301,0.28154589105549777,3636.006876383871,625,1,0.8145667700545344,0.013863765545147289,0
92,93,93,24.93769222827668,556.469922101663,3264.8100725112386,5713.765580435551,556.4664059891949,3264.979953274847,7067.078200644268,0.29320222538570856,0.29333162668385526,281.2228622810673,625,1,0.8623080854809693,0.014075714049584112,0
93,94,94,24.155925856696236,174.26115391776793,3272.510341829618,2927.138891191157,174.4311893594271,3272.6358475569305,1993.2980862497107,0.3464450091021781,0.3466172483049155,93.7301807021661,625,1,1.1091909038579832,0.013970113591905222,0
94,95,95,24.94795989185446,327.23469791032227,3373.6691613118683,3203.687136738088,327.2315245711804,3373.738416201923,2247.7164175329726,0.3775202020861067,0.3777822076350184,115.19713115099745,625,1,1.2093334005806775,0.01821924813970571,0
95,96,96,23.352386964570492,51.89473974511287,3427.326503240339,5148.852179063721,54.91057710124712,3425.983834108082,8489.345314349857,0.731522415111477,0.7228139154341247,831.8382909376747,625,1,1.3120180959717602,0.05727275539233902,0
96,97,97,25.346023527242373,225.5676665953515,3504.476319020071,4262.576942386626,225.70464382952895,3504.624543876126,4205.578397516923,0.324971940784657,0.325557600718837,185.55166384685782,625,1,0.990097828463649,0.016090532276548393,0
97,98,98,25.907267227833408,718.744471993607,3512.7408658792892,7823.164216680475,718.7221446665359,3512.8848982912245,10835.538631929869,0.2893409626189258,0.28956690645994093,425.63709804903846,625,1,0.8597393676303858,0.014717530411449289,0
98,99,99,25.43801212310791,25.119295071227793,3554.412180052135,14266.443650581668,25.127343778550824,3554.53378517487,23261.08655284598,0.2817048594982946,0.2821863070781144,889.7254717673305,625,1,0.799188077107713,0.014401004817401544,0
99,100,100,25.342457324643675,1816.0939247507204,3602.9619783711046,3449.703105544777,1816.0532852085305,3602.95705975481,2644.516806519849,0.3574091448526314,0.3576559255612381,128.3135649238736,625,1,1.136081944326902,0.017358810051474,0
100,101,101,26.762408665248323,1452.7998465510032,3618.407618990715,8083.169256839822,1452.8510703141642,3618.5822499602164,11096.555297297153,0.29940339788476544,0.2999228511809291,451.088310834779,625,1,0.8914690536226705,0.015370350430135977,0
101,102,102,24.743588354232465,1343.6392075661333,3638.3636702227586,2391.567285728797,1344.0301559071825,3638.296378071018,820.7708469758753,0.5944356255013231,0.5951474242988258,66.24203798390997,625,1,2.0480835639938686,0.02583322085352849,0
102,103,103,24.84083285825006,74.92470787819582,3662.3662368602027,3967.9393853551214,74.82292180575448,3662.4464712082704,3779.401847655595,0.3119261763587547,0.31241969284846144,160.06950414946598,625,1,0.935308160747265,0.016551460709980186,0
103,104,104,24.06371221871212,1403.4543444687392,3678.927040599745,2726.526288850787,1403.6541514701885,3679.0377245100854,1646.1084106667986,0.35122550388605983,0.35128194056130746,78.43858643475177,625,1,1.1707970601630961,0.013772141397250949,0
104,105,105,25.41120156633093,357.23483883145485,3699.3033389102166,3284.633832900299,357.07906145711183,3699.2289053504664,2395.108203988128,0.32714967007619666,0.3275625547926376,106.39257759847268,625,1,1.0772802100506356,0.011861810840954005,0
105,106,106,24.86714319897513,1616.7986413984588,3815.097397165974,2442.5988745218306,1616.2561680943902,3815.2850659775722,865.7500250779424,0.5899861608490984,0.5904258538984537,69.3149903264938,625,1,2.0463748510773003,0.025185528433592473,0
106,107,107,24.416607318780358,1211.5785500420263,3819.9287919688295,2296.180906261132,1211.100841861642,3819.4618702771027,699.8475679993426,0.638794278121032,0.6388710479905603,60.64498047701611,625,1,2.2529634900968554,0.018139321576535854,0
107,108,108,25.18797968201718,1193.4825589786992,3840.437861617629,3447.1047430825324,1193.4558454201074,3840.684618068788,2664.595139427624,0.36841630066115805,0.36908154080627914,133.24906878167906,625,1,1.158581448674748,0.01711553176996251,0
108,109,109,41.78811943586483,1985.6427112043536,3839.7925619697844,35615.311945766305,1985.609102891752,3839.7869817223254,61785.28220212386,0.27060164331196557,0.2707849773322478,2269.700374693991,625,1,0.7973594555712746,0.013228200157424755,0
109,110,110,28.113224278325617,1930.6918880853002,3890.262525734039,12622.150940118405,1930.6278149376208,3890.3312808547003,19452.460078471948,0.2898147322196416,0.290173027656442,765.3834192912522,625,1,0.8550771599123522,0.015012059171952781,0
110,111,111,25.474631729772533,1847.7981137255001,3941.5055671972427,2948.814033220908,1847.6766542202733,3941.4730378918,1587.302948370077,0.4627538570867885,0.46315353534259723,99.72135274067806,625,1,1.4968895513538254,0.018987275897110602,0
111,112,112,24.46099929151864,1959.977680961692,4063.2916688418495,2906.5300759617066,1959.8484729725453,4063.319327780977,1900.1388170451246,0.34808390153595686,0.34856890707184307,89.8060602319672,625,1,1.1120975846495427,0.015174274992667722,0
112,113,113,24.054307277386002,1947.7736857569544,4081.82944996112,2669.900906343386,1947.880783601539,4082.0543014591076,1586.9312287069579,0.39909305526183064,0.40083236618176105,85.99926425901266,600,1,1.218175234027323,0.015747151514410248,1
